5575.691 2066.996
5572.369 2065.222
5575.774 2067.159
5440.177 2132.554
5442.945 2134.015
5443.311 2134.22
5445.528 2134.26
5444.187 2133.362
5252.95 2159.671
5238.781 2140.036
5235.85 2136.986
5237.7 2144.406
5237.638 2139.517
5236.648 2138.555
5256.435 2417.158
5525.384 2538.614
5521.402 2541.683
5514.469 2542.748
5524.695 2542.863
5518.606 2540.713
5518.614 2539.559
5518.225 2540.522
5512.635 2545.97
5586.616 1752.558
5312.577 1989.646
5599.197 1985.352
5598.144 1983.648
5606.72 2288.182
5605.617 2288.47
5384.368 1851.432
5687.567 1686.244
5693.358 1680.699
5687.274 1680.88
5645.073 2301.978
5644.93 2300.43
5644.849 2300.513
5645.219 2300.928
5642.232 2300.352
5645.003 2301.198
5740.785 1808.492
5394.308 2140.965
5397.109 2143.676
5391.641 2145.345
5394.765 2143.324
5394.216 2140.143
5393.583 2143.745
5391.702 2141.207
5392.615 2139.852
5394.521 2140.84
5394.615 2143.987
5396.974 2138.272
5395.073 2141.298
5394.574 2140.746
5392.281 2136.95
5267.763 2461.937
5274.005 2464.883
5297.995 2110.987
5293.744 2115.671
5292.71 2115.081
5291.655 2115.654
5296.997 2117.472
5295.459 2117.44
5292.991 2116.509
5293.006 2116.363
5292.389 2116.085
5291.688 2114.437
5295.429 2113.127
5297.796 2115.95
5291.283 2110.19
5292.491 2115.672
5343.516 1953.368
5530.089 2440.052
5329.425 2556.535
5325.486 2550.033
5327.186 2556.151
5330.391 2555.61
5328.244 2554.911
5329.047 2556.658
5326.009 2551.698
5320.002 2554.849
5328.41 2551.581
5328.12 2556.125
5326.958 2555.716
5327.03 2562.165
5330.654 2553.393
5329.236 2556.555
5404.222 2264.821
5369.282 2316.231
5372.37 2316.178
5778.231 1768.722
5781.222 1769.478
5779.453 1769.78
5778.801 1768.416
5778.624 1770.027
5784.021 1773
5742.948 1861.855
5441.149 2560.169
5436.321 2574.062
5440.947 2560.18
5443.609 2555.985
5438.493 2558.363
5440.567 2562.615
5436.687 2565.529
5433.464 2559.257
5438.782 2559.893
5436.123 2565.376
5449.097 2558.995
5449.178 2556.743
5438.508 2560.556
5439.12 2561.032
5435.662 2563.528
5435.04 2561.68
5443.361 2553.477
5438.941 2559.264
5447.468 2560.904
5437.497 2560.65
5438.29 2560.731
5441.456 2559.993
5438.546 2560.629
5439.102 2558.146
5441.521 2561.207
5435.881 2557.765
5441.346 2560.017
5440.553 2555.346
5440.105 2561.691
5438.663 2557.796
5438.331 2563.335
5437.482 2559.517
5438.604 2559.117
5439.824 2557.792
5444.458 2558.861
5436.191 2554.575
5437.197 2561.539
5441.428 2555.103
5435.727 2565.943
5437.144 2557.71
5438.493 2555.87
5438.664 2556.947
5437.873 2561.033
5444.788 2560.48
5441.761 2563.847
5441.678 2559.495
5444.634 2554.732
5439.068 2559.539
5434.12 2556.075
5439.693 2561.475
5429.552 2556.082
5437.344 2565.053
5438.702 2560.076
5435.257 2558.331
5440.922 2559.047
5434.832 2555.444
5439.057 2567.401
5438.539 2559.027
5435.952 2562.864
5440.587 2559.96
5442.931 2554.589
5440.643 2559.185
5435.117 2558.051
5440.863 2543.747
5453.564 2556.074
5438.59 2558.838
5440.394 2567.52
5447.67 2558.987
5439.863 2562.382
5441.61 2558.242
5435.236 2567.62
5440.406 2556.794
5438.548 2558.534
5430.142 2556.995
5162.27 2351.748
5413.31 1838.537
5406.707 1836.686
5403.961 1837.627
5404.011 1835.978
5405.555 1834.968
5406.302 1837.075
5407.251 1840.018
5407.59 1839.308
5399.502 2564.227
5399.111 2564.305
5397.83 2559.576
5398.51 2563.471
5402.601 2563.563
5399.353 2564.734
5231.241 2111.43
5247.234 2104.596
5241.688 2106.326
5242.324 2100.861
5249.34 2104.799
5256.282 2104.807
5244.316 2105.36
5242.626 2104.337
5223.099 2111.328
5241.828 2106.865
5235.715 2101.452
5245.974 2102.783
5241.769 2099.977
5240.545 2109.544
5240.568 2106.837
5239.176 2102.793
5234.526 2109.245
5234.472 2104.193
5245.997 2110.577
5242.511 2104.012
5238.547 2104.644
5241.918 2107.486
5247.691 2097.449
5250.111 2110.993
5243.843 2105.405
5238.185 2103.309
5238.285 2104.181
5239.538 2110.987
5243.021 2107.37
5246.035 2091.888
5252.91 2105.868
5242.326 2107.322
5244.483 2102.013
5250.689 2109.446
5252.11 2105.786
5238.166 2104.895
5242.816 2104.947
5240.089 2118.484
5243.442 2106.628
5240.152 2113.011
5246.057 2106.454
5241.599 2106.633
5252.086 2110.516
5270.333 2110.514
5267.896 2119.281
5269.056 2115.25
5268.161 2111.937
5274.904 2110.471
5425.173 1939.387
5188.715 2512.323
5190.011 2513.111
5192.663 2511.555
5188.271 2510.413
5190.089 2512.195
5189.398 2511.646
5188.665 2512.151
5600.18 2316.837
5599.613 2317.039
5599.436 2317.171
5624.638 2311.02
5343.603 2097.337
5343.859 2100.173
5454.931 2039.27
5143.958 2441.264
5439.012 2279.212
5441.142 2281.831
5437.773 2278.447
5757.833 1835.062
5167.443 2316.399
5213.086 2262.545
5209.609 2259.655
5212.416 2261.46
5214.69 2256.775
5212.267 2259.701
5212.295 2255.879
5214.092 2257.508
5292.679 2317.179
5475.225 1653.836
5475.235 1650.338
5472.388 1653.326
5474.338 1654.933
5161.951 2427.393
5161.774 2426.691
5425.579 1791.921
5426.869 1791.14
5427.448 1793.351
5427.835 1792.336
5511.826 1852.061
5498.955 1719.179
5497.894 1720.137
5498.611 1719.446
5504.79 1728.826
5499.223 1718.276
5499.514 1720.756
5495.67 1716.38
5501.393 1719.701
5498.325 1719.969
5497.369 1720.55
5446.267 1781.014
5519.264 1907.31
5718.215 1827.752
5697.385 2190.205
5694.89 2191.229
5695.492 2193.208
5693.269 2188.869
5410.271 2524.907
5592.702 2144.714
5594.468 2146.212
5591.546 2143.805
5592.57 2145.184
5592.161 2144.633
5593.13 2144.919
5592.06 2143.752
5714.346 1959.274
5430.347 2289.55
5428.569 2290.745
5428.98 2290.242
5400.282 1931.138
5399.55 1930.989
5399.341 1933.988
5400.837 1931.324
5402.324 1929.286
5399.12 1930.75
5402.342 1929.008
5397.262 1928.306
5398.402 1931.68
5466.184 1848.77
5466.97 1848.826
5465.088 1850.685
5208.974 2279.759
5204.883 2278.701
5206.377 2278.712
5204.229 2278.475
