"","nr","alg","argument","set","scaled","FM","AR"
"384",384,"genie","0.1","cross",FALSE,0.81849721301027,0.755294920457337
"385",385,"genie","0.1","smile",FALSE,0.588860994402619,0.445906099808226
"386",386,"genie","0.1","twosplashes",FALSE,0.750804020100503,0.502854020100503
"387",387,"genie","0.1","x1",FALSE,1,1
"388",388,"genie","0.1","x2",FALSE,0.795185514456828,0.688287234237034
"389",389,"genie","0.1","x3",FALSE,0.914001246765762,0.882927334519003
"390",390,"genie","0.1","z1",FALSE,0.630632767133068,0.436089988146159
"391",391,"genie","0.1","z2",FALSE,0.658978170884241,0.496234423847981
"392",392,"genie","0.1","z3",FALSE,0.741498403630056,0.630698766087196
"393",393,"genie","0.2","atom",FALSE,1,1
"394",394,"genie","0.2","chainlink",FALSE,1,1
"395",395,"genie","0.2","engytime",FALSE,0.906475361890197,0.812417278543569
"396",396,"genie","0.2","hepta",FALSE,1,1
"397",397,"genie","0.2","lsun",FALSE,1,1
"398",398,"genie","0.2","target",FALSE,0.609089433725194,0.378100214954927
"399",399,"genie","0.2","tetra",FALSE,1,1
"400",400,"genie","0.2","twodiamonds",FALSE,0.987547970762765,0.975125122351754
"401",401,"genie","0.2","wingnut",FALSE,1,1
"402",402,"genie","0.2","dense",FALSE,0.980004059577927,0.960200080403878
"403",403,"genie","0.2","fuzzyx",FALSE,0.719707941404217,0.644260464405894
"404",404,"genie","0.2","line",FALSE,0.601873369114867,0.0191756963361229
"405",405,"genie","0.2","parabolic",FALSE,0.90704698391206,0.813418507363336
"406",406,"genie","0.2","ring",FALSE,1,1
"407",407,"genie","0.2","zigzag",FALSE,1,1
"408",408,"genie","0.2","by_voivodeship",FALSE,0.605334439510218,0.569233666580295
"409",409,"genie","0.2","pizza1",FALSE,1,1
"410",410,"genie","0.2","pizza2",FALSE,1,1
"411",411,"genie","0.2","simple_agglomerations1",FALSE,0.86509016236954,0.827645277759441
"412",412,"genie","0.2","simple_agglomerations2",FALSE,0.844380019317702,0.765024300654023
"413",413,"genie","0.2","simple_agglomerations3",FALSE,0.834672116892356,0.805223961060233
"414",414,"genie","0.2","iris",FALSE,0.923434163272061,0.885792100198963
"415",415,"genie","0.2","iris5",FALSE,0.763541981596539,0.593773465026281
"416",416,"genie","0.2","square",FALSE,1,1
"417",417,"genie","0.2","a1",FALSE,0.940246200963202,0.937117791981308
"418",418,"genie","0.2","a2",FALSE,0.95051232652685,0.949065004627083
"419",419,"genie","0.2","a3",FALSE,0.958210485174315,0.957362659772278
"420",420,"genie","0.2","aggregation",FALSE,0.582137037457481,0.477583913173563
"421",421,"genie","0.2","compound",FALSE,0.637812349150775,0.532505570639453
"422",422,"genie","0.2","d31",FALSE,0.937398165771794,0.935331001407343
"423",423,"genie","0.2","flame",FALSE,1,1
"424",424,"genie","0.2","jain",FALSE,1,1
"425",425,"genie","0.2","pathbased",FALSE,0.751088497419812,0.613272308050801
"426",426,"genie","0.2","r15",FALSE,0.986584668833494,0.985650095985955
"427",427,"genie","0.2","s1",FALSE,0.988793343809604,0.987993465874293
"428",428,"genie","0.2","s2",FALSE,0.920886855009393,0.915229034538748
"429",429,"genie","0.2","s3",FALSE,0.708080807007537,0.686906780839714
"430",430,"genie","0.2","s4",FALSE,0.644436973857052,0.618803957212595
"431",431,"genie","0.2","spiral",FALSE,1,1
"432",432,"genie","0.2","unbalance",FALSE,0.722998669123877,0.614307937613952
"433",433,"genie","0.2","cross",FALSE,0.81849721301027,0.755294920457337
"434",434,"genie","0.2","smile",FALSE,0.785732583493921,0.700848718624032
"435",435,"genie","0.2","twosplashes",FALSE,0.750804020100503,0.502854020100503
"436",436,"genie","0.2","x1",FALSE,1,1
"437",437,"genie","0.2","x2",FALSE,0.795185514456828,0.688287234237034
"438",438,"genie","0.2","x3",FALSE,0.914001246765762,0.882927334519003
"439",439,"genie","0.2","z1",FALSE,0.607499584813939,0.380528398688467
"440",440,"genie","0.2","z2",FALSE,0.658978170884241,0.496234423847981
"441",441,"genie","0.2","z3",FALSE,0.741498403630056,0.630698766087196
"442",442,"genie","0.3","atom",FALSE,1,1
"443",443,"genie","0.3","chainlink",FALSE,1,1
"444",444,"genie","0.3","engytime",FALSE,0.906475361890197,0.812417278543569
"445",445,"genie","0.3","hepta",FALSE,1,1
"446",446,"genie","0.3","lsun",FALSE,1,1
"447",447,"genie","0.3","target",FALSE,0.649353848942389,0.429111481622092
"448",448,"genie","0.3","tetra",FALSE,1,1
"449",449,"genie","0.3","twodiamonds",FALSE,0.987547970762765,0.975125122351754
"450",450,"genie","0.3","wingnut",FALSE,1,1
"451",451,"genie","0.3","dense",FALSE,0.980004059577927,0.960200080403878
"452",452,"genie","0.3","fuzzyx",FALSE,0.523631442554887,0.340145739043006
"453",453,"genie","0.3","line",FALSE,1,1
"454",454,"genie","0.3","parabolic",FALSE,0.90704698391206,0.813418507363336
"455",455,"genie","0.3","ring",FALSE,1,1
"456",456,"genie","0.3","zigzag",FALSE,1,1
"457",457,"genie","0.3","by_voivodeship",FALSE,0.682304058940518,0.65316165352144
"458",458,"genie","0.3","pizza1",FALSE,1,1
"459",459,"genie","0.3","pizza2",FALSE,1,1
"460",460,"genie","0.3","simple_agglomerations1",FALSE,0.86509016236954,0.827645277759441
"461",461,"genie","0.3","simple_agglomerations2",FALSE,0.844380019317702,0.765024300654023
"462",462,"genie","0.3","simple_agglomerations3",FALSE,0.950661890091908,0.94160420309439
"463",463,"genie","0.3","iris",FALSE,0.923434163272061,0.885792100198963
"464",464,"genie","0.3","iris5",FALSE,0.763541981596539,0.593773465026281
"465",465,"genie","0.3","square",FALSE,1,1
"466",466,"genie","0.3","a1",FALSE,0.904641769052557,0.89883586421565
"467",467,"genie","0.3","a2",FALSE,0.924898867127888,0.92242699394991
"468",468,"genie","0.3","a3",FALSE,0.940004324433271,0.938654515822145
"469",469,"genie","0.3","aggregation",FALSE,0.65733408302909,0.56554441952953
"470",470,"genie","0.3","compound",FALSE,0.648596088418236,0.541257173663871
"471",471,"genie","0.3","d31",FALSE,0.903197184637773,0.899570181045957
"472",472,"genie","0.3","flame",FALSE,1,1
"473",473,"genie","0.3","jain",FALSE,1,1
"474",474,"genie","0.3","pathbased",FALSE,0.751088497419812,0.613272308050801
"475",475,"genie","0.3","r15",FALSE,0.986584668833494,0.985650095985955
"476",476,"genie","0.3","s1",FALSE,0.988793343809604,0.987993465874293
"477",477,"genie","0.3","s2",FALSE,0.920886855009393,0.915229034538748
"478",478,"genie","0.3","s3",FALSE,0.689895070064636,0.665104198267615
"479",479,"genie","0.3","s4",FALSE,0.620276705705524,0.590911069740441
"480",480,"genie","0.3","spiral",FALSE,1,1
"481",481,"genie","0.3","unbalance",FALSE,0.729922646159503,0.623750737529922
"482",482,"genie","0.3","cross",FALSE,0.62364164762008,0.463351540403616
"483",483,"genie","0.3","smile",FALSE,1,1
"484",484,"genie","0.3","twosplashes",FALSE,0.750804020100503,0.502854020100503
"485",485,"genie","0.3","x1",FALSE,1,1
"486",486,"genie","0.3","x2",FALSE,0.795185514456828,0.688287234237034
"487",487,"genie","0.3","x3",FALSE,0.671337184820516,0.496713148093008
"488",488,"genie","0.3","z1",FALSE,0.611621824687607,0.394419784400761
"489",489,"genie","0.3","z2",FALSE,0.763692815579215,0.632896042725747
"490",490,"genie","0.3","z3",FALSE,0.772664124422627,0.664112252140108
"491",491,"genie","0.6","atom",FALSE,1,1
"492",492,"genie","0.6","chainlink",FALSE,1,1
"493",493,"genie","0.6","engytime",FALSE,0.906475361890197,0.812417278543569
"494",494,"genie","0.6","hepta",FALSE,1,1
"495",495,"genie","0.6","lsun",FALSE,1,1
"496",496,"genie","0.6","target",FALSE,0.802288898466168,0.650581521299279
"497",497,"genie","0.6","tetra",FALSE,1,1
"498",498,"genie","0.6","twodiamonds",FALSE,0.987547970762765,0.975125122351754
"499",499,"genie","0.6","wingnut",FALSE,1,1
"500",500,"genie","0.6","dense",FALSE,0.980004059577927,0.960200080403878
"501",501,"genie","0.6","fuzzyx",FALSE,0.510918006592243,0.278107732469325
"502",502,"genie","0.6","line",FALSE,1,1
"503",503,"genie","0.6","parabolic",FALSE,0.90704698391206,0.813418507363336
"504",504,"genie","0.6","ring",FALSE,1,1
"505",505,"genie","0.6","zigzag",FALSE,1,1
"506",506,"genie","0.6","by_voivodeship",FALSE,0.449588539407745,0.311623112277021
"507",507,"genie","0.6","pizza1",FALSE,1,1
"508",508,"genie","0.6","pizza2",FALSE,1,1
"509",509,"genie","0.6","simple_agglomerations1",FALSE,0.937717904596654,0.919923221681627
"510",510,"genie","0.6","simple_agglomerations2",FALSE,0.68703463721787,0.425782620932518
"511",511,"genie","0.6","simple_agglomerations3",FALSE,0.986126678273578,0.983627514677189
"512",512,"genie","0.6","iris",FALSE,0.753794554146132,0.560078733112642
"513",513,"genie","0.6","iris5",FALSE,0.672866257687332,0.14760147601476
"514",514,"genie","0.6","square",FALSE,1,1
"515",515,"genie","0.6","a1",FALSE,0.775552534841774,0.74193843152877
"516",516,"genie","0.6","a2",FALSE,0.702571555298261,0.656791586127719
"517",517,"genie","0.6","a3",FALSE,0.742888296741956,0.710973112296912
"518",518,"genie","0.6","aggregation",FALSE,0.894095938852869,0.858758049163838
"519",519,"genie","0.6","compound",FALSE,0.888804851135997,0.841571077839522
"520",520,"genie","0.6","d31",FALSE,0.695281248844297,0.651852833912555
"521",521,"genie","0.6","flame",FALSE,1,1
"522",522,"genie","0.6","jain",FALSE,1,1
"523",523,"genie","0.6","pathbased",FALSE,0.751088497419812,0.613272308050801
"524",524,"genie","0.6","r15",FALSE,0.637457092679404,0.542457378402647
"525",525,"genie","0.6","s1",FALSE,0.988793343809604,0.987993465874293
"526",526,"genie","0.6","s2",FALSE,0.767142007502422,0.730133622612428
"527",527,"genie","0.6","s3",FALSE,0.558707871680119,0.48216100994742
"528",528,"genie","0.6","s4",FALSE,0.481567527957758,0.392941063725884
"529",529,"genie","0.6","spiral",FALSE,1,1
"530",530,"genie","0.6","unbalance",FALSE,0.910831330337459,0.875461645159569
"531",531,"genie","0.6","cross",FALSE,0.440512805124342,0.103544527275227
"532",532,"genie","0.6","smile",FALSE,1,1
"533",533,"genie","0.6","twosplashes",FALSE,0.750804020100503,0.502854020100503
"534",534,"genie","0.6","x1",FALSE,1,1
"535",535,"genie","0.6","x2",FALSE,0.550659146316221,0.209054806135108
"536",536,"genie","0.6","x3",FALSE,0.688252643587311,0.516005589432808
"537",537,"genie","0.6","z1",FALSE,0.645168324197198,0.407694880094736
"538",538,"genie","0.6","z2",FALSE,1,1
"539",539,"genie","0.6","z3",FALSE,0.833674134253077,0.727779690190216
"540",540,"genie","0.8","atom",FALSE,1,1
"541",541,"genie","0.8","chainlink",FALSE,1,1
"542",542,"genie","0.8","engytime",FALSE,0.684691778813419,0.00477493860056266
"543",543,"genie","0.8","hepta",FALSE,1,1
"544",544,"genie","0.8","lsun",FALSE,1,1
"545",545,"genie","0.8","target",FALSE,1,1
"546",546,"genie","0.8","tetra",FALSE,0.628017864898596,0.331658291457286
"547",547,"genie","0.8","twodiamonds",FALSE,0.987547970762765,0.975125122351754
"548",548,"genie","0.8","wingnut",FALSE,1,1
"549",549,"genie","0.8","dense",FALSE,0.694993439169809,0.000603194214965435
"550",550,"genie","0.8","fuzzyx",FALSE,0.43171455274077,0.0589223244937934
"551",551,"genie","0.8","line",FALSE,1,1
"552",552,"genie","0.8","parabolic",FALSE,0.688210077101039,0.000565928410902254
"553",553,"genie","0.8","ring",FALSE,1,1
"554",554,"genie","0.8","zigzag",FALSE,1,1
"555",555,"genie","0.8","by_voivodeship",FALSE,0.359366641044961,0.13137842796507
"556",556,"genie","0.8","pizza1",FALSE,1,1
"557",557,"genie","0.8","pizza2",FALSE,1,1
"558",558,"genie","0.8","simple_agglomerations1",FALSE,0.757600495366637,0.632964887227986
"559",559,"genie","0.8","simple_agglomerations2",FALSE,0.734113145695892,0.490028104749877
"560",560,"genie","0.8","simple_agglomerations3",FALSE,0.634043164240419,0.45603008988049
"561",561,"genie","0.8","iris",FALSE,0.763517068100088,0.563751020523071
"562",562,"genie","0.8","iris5",FALSE,0.672866257687332,0.14760147601476
"563",563,"genie","0.8","square",FALSE,1,1
"564",564,"genie","0.8","a1",FALSE,0.563558488816454,0.443137109344035
"565",565,"genie","0.8","a2",FALSE,0.555097597886032,0.451715251549174
"566",566,"genie","0.8","a3",FALSE,0.543946769399759,0.442476747388112
"567",567,"genie","0.8","aggregation",FALSE,0.859844224798531,0.802648259366254
"568",568,"genie","0.8","compound",FALSE,0.833986214686734,0.754603317780146
"569",569,"genie","0.8","d31",FALSE,0.456117891433884,0.316711605169596
"570",570,"genie","0.8","flame",FALSE,1,1
"571",571,"genie","0.8","jain",FALSE,0.803782541478255,0.256288512074381
"572",572,"genie","0.8","pathbased",FALSE,0.549368320385651,0.124787991101729
"573",573,"genie","0.8","r15",FALSE,0.637457092679404,0.542457378402647
"574",574,"genie","0.8","s1",FALSE,0.737952040789691,0.679568729112207
"575",575,"genie","0.8","s2",FALSE,0.399907514920984,0.192539756736923
"576",576,"genie","0.8","s3",FALSE,0.371374791647521,0.179573082549699
"577",577,"genie","0.8","s4",FALSE,0.30816890187258,0.0968113316979983
"578",578,"genie","0.8","spiral",FALSE,1,1
"579",579,"genie","0.8","unbalance",FALSE,0.999983476565497,0.999976887161302
"580",580,"genie","0.8","cross",FALSE,0.463183743666891,0.0267178075370375
"581",581,"genie","0.8","smile",FALSE,1,1
"582",582,"genie","0.8","twosplashes",FALSE,0.689567502245193,0.00225619042247157
"583",583,"genie","0.8","x1",FALSE,1,1
"584",584,"genie","0.8","x2",FALSE,0.552181671745671,-0.0143712470855893
"585",585,"genie","0.8","x3",FALSE,0.560024461243817,0.224679993872454
"586",586,"genie","0.8","z1",FALSE,0.565779924398519,0.165612032954968
"587",587,"genie","0.8","z2",FALSE,1,1
"588",588,"genie","0.8","z3",FALSE,0.836330064302612,0.731228839186238
"589",589,"genie","1","atom",FALSE,1,1
"590",590,"genie","1","chainlink",FALSE,1,1
"591",591,"genie","1","engytime",FALSE,0.706675382060709,4.76953829320432e-07
"592",592,"genie","1","hepta",FALSE,1,1
"593",593,"genie","1","lsun",FALSE,1,1
"594",594,"genie","1","target",FALSE,1,1
"595",595,"genie","1","tetra",FALSE,0.494357329030068,-2.50632847941079e-05
"596",596,"genie","1","twodiamonds",FALSE,0.705780264833032,0
"597",597,"genie","1","wingnut",FALSE,1,1
"598",598,"genie","1","dense",FALSE,0.694993439169809,0.000603194214965435
"599",599,"genie","1","fuzzyx",FALSE,0.446707484871345,-0.000126032393557203
"600",600,"genie","1","line",FALSE,1,1
"601",601,"genie","1","parabolic",FALSE,0.706159272011596,6.50408440175961e-05
"602",602,"genie","1","ring",FALSE,1,1
"603",603,"genie","1","zigzag",FALSE,1,1
"604",604,"genie","1","by_voivodeship",FALSE,0.295836343113397,0.0083900232969837
"605",605,"genie","1","pizza1",FALSE,1,1
"606",606,"genie","1","pizza2",FALSE,1,1
"607",607,"genie","1","simple_agglomerations1",FALSE,0.610076083722554,0.337448610026689
"608",608,"genie","1","simple_agglomerations2",FALSE,0.581658011761055,-3.50480591705648e-05
"609",609,"genie","1","simple_agglomerations3",FALSE,0.634043164240419,0.45603008988049
"610",610,"genie","1","iris",FALSE,0.763517068100088,0.563751020523071
"611",611,"genie","1","iris5",FALSE,0.690548271060658,0.148461400035991
"612",612,"genie","1","square",FALSE,1,1
"613",613,"genie","1","a1",FALSE,0.563990585795643,0.443571022838663
"614",614,"genie","1","a2",FALSE,0.480410402513948,0.347756577821598
"615",615,"genie","1","a3",FALSE,0.448862452570547,0.315389079638147
"616",616,"genie","1","aggregation",FALSE,0.861180757949524,0.804206968396706
"617",617,"genie","1","compound",FALSE,0.83042639958477,0.742480944868768
"618",618,"genie","1","d31",FALSE,0.349152701715942,0.173902194467533
"619",619,"genie","1","flame",FALSE,0.730023527047636,0.0127504301311393
"620",620,"genie","1","jain",FALSE,0.803782541478255,0.256288512074381
"621",621,"genie","1","pathbased",FALSE,0.573392270596551,0.000519521798686052
"622",622,"genie","1","r15",FALSE,0.637457092679404,0.542457378402647
"623",623,"genie","1","s1",FALSE,0.589337971282275,0.463522341495289
"624",624,"genie","1","s2",FALSE,0.257040354041417,-2.04511922463677e-05
"625",625,"genie","1","s3",FALSE,0.256763293706142,-1.34053616851751e-05
"626",626,"genie","1","s4",FALSE,0.257038388668165,4.64836386249092e-05
"627",627,"genie","1","spiral",FALSE,1,1
"628",628,"genie","1","unbalance",FALSE,0.999162482279799,0.998827631863184
"629",629,"genie","1","cross",FALSE,0.498378563801298,4.0193982920515e-06
"630",630,"genie","1","smile",FALSE,1,1
"631",631,"genie","1","twosplashes",FALSE,0.70098398214716,0.000150387162350268
"632",632,"genie","1","x1",FALSE,1,1
"633",633,"genie","1","x2",FALSE,0.570897891113201,-0.0069225779607647
"634",634,"genie","1","x3",FALSE,0.511567714346759,0.00650154355989074
"635",635,"genie","1","z1",FALSE,0.565779924398519,0.165612032954968
"636",636,"genie","1","z2",FALSE,0.857471732180423,0.734711407599505
"637",637,"genie","1","z3",FALSE,0.842076827699334,0.73869222959752
"638",638,"hclust","ward.D","atom",FALSE,1,1
"639",639,"hclust","ward.D","chainlink",FALSE,0.71776745399524,0.393861218345852
"640",640,"hclust","ward.D","engytime",FALSE,0.876947625639151,0.753648829625393
"641",641,"hclust","ward.D","hepta",FALSE,1,1
"642",642,"hclust","ward.D","lsun",FALSE,0.603468561789911,0.365942783786675
"643",643,"hclust","ward.D","target",FALSE,0.794939345231142,0.638944916832706
"644",644,"hclust","ward.D","tetra",FALSE,1,1
"645",645,"hclust","ward.D","twodiamonds",FALSE,1,1
"646",646,"hclust","ward.D","wingnut",FALSE,1,1
"647",647,"hclust","ward.D","dense",FALSE,1,1
"648",648,"hclust","ward.D","fuzzyx",FALSE,0.758080558719341,0.693772258917531
"649",649,"hclust","ward.D","line",FALSE,0.602564102564103,-0.0635571501793952
"650",650,"hclust","ward.D","parabolic",FALSE,0.700887815414018,0.391283195381691
"651",651,"hclust","ward.D","ring",FALSE,0.649824282642467,0.150011837641566
"652",652,"hclust","ward.D","zigzag",FALSE,0.496503858122711,0.141695758759004
"653",653,"hclust","ward.D","by_voivodeship",FALSE,0.693893258361256,0.665749073403637
"654",654,"hclust","ward.D","pizza1",FALSE,0.884557812474845,0.844239243533402
"655",655,"hclust","ward.D","pizza2",FALSE,1,1
"656",656,"hclust","ward.D","simple_agglomerations1",FALSE,0.944692806060335,0.929186433387508
"657",657,"hclust","ward.D","simple_agglomerations2",FALSE,0.787914614205453,0.67852851321706
"658",658,"hclust","ward.D","simple_agglomerations3",FALSE,0.986126678273578,0.983627514677189
"659",659,"hclust","ward.D","iris",FALSE,0.840728915757482,0.759198707107152
"660",660,"hclust","ward.D","iris5",FALSE,0.765221672492173,0.557788863596003
"661",661,"hclust","ward.D","square",FALSE,0.51922013457098,0.00425885181585891
"662",662,"hclust","ward.D","a1",FALSE,0.924061964491702,0.920056571616274
"663",663,"hclust","ward.D","a2",FALSE,0.934070691894809,0.932131873010406
"664",664,"hclust","ward.D","a3",FALSE,0.948414844526591,0.947363821495965
"665",665,"hclust","ward.D","aggregation",FALSE,0.841396398836993,0.794400210319633
"666",666,"hclust","ward.D","compound",FALSE,0.658833780141566,0.558361403346273
"667",667,"hclust","ward.D","d31",FALSE,0.918616137581244,0.915923798792888
"668",668,"hclust","ward.D","flame",FALSE,0.696374787761295,0.367002969639417
"669",669,"hclust","ward.D","jain",FALSE,0.790449630182808,0.514616982682244
"670",670,"hclust","ward.D","pathbased",FALSE,0.6482441679297,0.424384828542033
"671",671,"hclust","ward.D","r15",FALSE,0.983168205059982,0.981995500820557
"672",672,"hclust","ward.D","s1",FALSE,0.982449730466294,0.981196412056862
"673",673,"hclust","ward.D","s2",FALSE,0.906356401921417,0.899655350031695
"674",674,"hclust","ward.D","s3",FALSE,0.687930021992796,0.66490476410139
"675",675,"hclust","ward.D","s4",FALSE,0.617734683009209,0.59004071416877
"676",676,"hclust","ward.D","spiral",FALSE,0.337411327403395,0.00817237930671504
"677",677,"hclust","ward.D","unbalance",FALSE,0.999983476565497,0.999976887161302
"678",678,"hclust","ward.D","cross",FALSE,0.455435367449243,0.153652130670546
"679",679,"hclust","ward.D","smile",FALSE,0.583415091146578,0.43921376369561
"680",680,"hclust","ward.D","twosplashes",FALSE,0.606979010184836,0.214264057121504
"681",681,"hclust","ward.D","x1",FALSE,1,1
"682",682,"hclust","ward.D","x2",FALSE,0.782838746540937,0.668918384499652
"683",683,"hclust","ward.D","x3",FALSE,0.868546929866253,0.821399484686767
"684",684,"hclust","ward.D","z1",FALSE,0.466289353082857,0.201525590551181
"685",685,"hclust","ward.D","z2",FALSE,0.644374251709913,0.476674738813737
"686",686,"hclust","ward.D","z3",FALSE,0.996677637175018,0.995251534149178
"687",687,"hclust","ward.D2","atom",FALSE,0.646283698604904,0.0986262181864304
"688",688,"hclust","ward.D2","chainlink",FALSE,0.679007421980523,0.280338750671319
"689",689,"hclust","ward.D2","engytime",FALSE,0.860239980797865,0.718453372593081
"690",690,"hclust","ward.D2","hepta",FALSE,1,1
"691",691,"hclust","ward.D2","lsun",FALSE,0.605185824933919,0.368821683534485
"692",692,"hclust","ward.D2","target",FALSE,0.794834176229066,0.638779120247275
"693",693,"hclust","ward.D2","tetra",FALSE,0.97539451589619,0.967267633008765
"694",694,"hclust","ward.D2","twodiamonds",FALSE,1,1
"695",695,"hclust","ward.D2","wingnut",FALSE,0.800377393654196,0.601147745194899
"696",696,"hclust","ward.D2","dense",FALSE,0.960436324377729,0.921204677133922
"697",697,"hclust","ward.D2","fuzzyx",FALSE,0.71286872883128,0.636985969454972
"698",698,"hclust","ward.D2","line",FALSE,0.642554082293398,-0.10430674209853
"699",699,"hclust","ward.D2","parabolic",FALSE,0.811151036967833,0.62056734115113
"700",700,"hclust","ward.D2","ring",FALSE,0.646814344775978,0.11646250093161
"701",701,"hclust","ward.D2","zigzag",FALSE,0.496503858122711,0.141695758759004
"702",702,"hclust","ward.D2","by_voivodeship",FALSE,0.731322965519867,0.706550145955354
"703",703,"hclust","ward.D2","pizza1",FALSE,0.958637186684573,0.944518505653573
"704",704,"hclust","ward.D2","pizza2",FALSE,1,1
"705",705,"hclust","ward.D2","simple_agglomerations1",FALSE,0.948326622626449,0.934027278582452
"706",706,"hclust","ward.D2","simple_agglomerations2",FALSE,0.820338888278371,0.728760363724235
"707",707,"hclust","ward.D2","simple_agglomerations3",FALSE,0.986126678273578,0.983627514677189
"708",708,"hclust","ward.D2","iris",FALSE,0.822169778544293,0.731198556770774
"709",709,"hclust","ward.D2","iris5",FALSE,0.737836438814028,0.506368964014143
"710",710,"hclust","ward.D2","square",FALSE,0.671324711360493,0.253452551720477
"711",711,"hclust","ward.D2","a1",FALSE,0.918442974406494,0.914155302040047
"712",712,"hclust","ward.D2","a2",FALSE,0.924477663060466,0.922256653591378
"713",713,"hclust","ward.D2","a3",FALSE,0.938626888513427,0.937376282157567
"714",714,"hclust","ward.D2","aggregation",FALSE,0.855898512018523,0.813313738284151
"715",715,"hclust","ward.D2","compound",FALSE,0.653519669812582,0.551802557271377
"716",716,"hclust","ward.D2","d31",FALSE,0.922692458897332,0.920135363947606
"717",717,"hclust","ward.D2","flame",FALSE,0.623731389257867,0.187244070906317
"718",718,"hclust","ward.D2","jain",FALSE,0.790449630182808,0.514616982682244
"719",719,"hclust","ward.D2","pathbased",FALSE,0.673779145035071,0.484740691972538
"720",720,"hclust","ward.D2","r15",FALSE,0.983168205059982,0.981995500820557
"721",721,"hclust","ward.D2","s1",FALSE,0.984446753533986,0.983335663870517
"722",722,"hclust","ward.D2","s2",FALSE,0.912047412427039,0.905749613430515
"723",723,"hclust","ward.D2","s3",FALSE,0.698934724542005,0.677113293406452
"724",724,"hclust","ward.D2","s4",FALSE,0.584666356924704,0.553228786368962
"725",725,"hclust","ward.D2","spiral",FALSE,0.337383327657258,-0.000880516199425796
"726",726,"hclust","ward.D2","unbalance",FALSE,0.999983476565497,0.999976887161302
"727",727,"hclust","ward.D2","cross",FALSE,0.44042884879127,0.0724606520881393
"728",728,"hclust","ward.D2","smile",FALSE,0.593916758306958,0.452140369698835
"729",729,"hclust","ward.D2","twosplashes",FALSE,0.602089556641828,0.191647189790072
"730",730,"hclust","ward.D2","x1",FALSE,1,1
"731",731,"hclust","ward.D2","x2",FALSE,0.542565988214338,0.190596523059689
"732",732,"hclust","ward.D2","x3",FALSE,0.903373627287397,0.868901938912765
"733",733,"hclust","ward.D2","z1",FALSE,0.463828842379762,0.183566504358037
"734",734,"hclust","ward.D2","z2",FALSE,0.611682160039906,0.434180840289336
"735",735,"hclust","ward.D2","z3",FALSE,1,1
"736",736,"hclust","single","atom",FALSE,1,1
"737",737,"hclust","single","chainlink",FALSE,1,1
"738",738,"hclust","single","engytime",FALSE,0.706675382060709,4.76953829320432e-07
"739",739,"hclust","single","hepta",FALSE,1,1
"740",740,"hclust","single","lsun",FALSE,1,1
"741",741,"hclust","single","target",FALSE,1,1
"742",742,"hclust","single","tetra",FALSE,0.494357329030068,-2.50632847941079e-05
"743",743,"hclust","single","twodiamonds",FALSE,0.705780264833032,0
"744",744,"hclust","single","wingnut",FALSE,1,1
"745",745,"hclust","single","dense",FALSE,0.694993439169809,0.000603194214965435
"746",746,"hclust","single","fuzzyx",FALSE,0.446707484871345,-0.000126032393557203
"747",747,"hclust","single","line",FALSE,1,1
"748",748,"hclust","single","parabolic",FALSE,0.706159272011596,6.50408440175961e-05
"749",749,"hclust","single","ring",FALSE,1,1
"750",750,"hclust","single","zigzag",FALSE,1,1
"751",751,"hclust","single","by_voivodeship",FALSE,0.295836343113397,0.0083900232969837
"752",752,"hclust","single","pizza1",FALSE,1,1
"753",753,"hclust","single","pizza2",FALSE,1,1
"754",754,"hclust","single","simple_agglomerations1",FALSE,0.610076083722554,0.337448610026689
"755",755,"hclust","single","simple_agglomerations2",FALSE,0.581658011761055,-3.50480591705648e-05
"756",756,"hclust","single","simple_agglomerations3",FALSE,0.634043164240419,0.45603008988049
"757",757,"hclust","single","iris",FALSE,0.763517068100088,0.563751020523071
"758",758,"hclust","single","iris5",FALSE,0.690548271060658,0.148461400035991
"759",759,"hclust","single","square",FALSE,1,1
"760",760,"hclust","single","a1",FALSE,0.563990585795643,0.443571022838663
"761",761,"hclust","single","a2",FALSE,0.480410402513948,0.347756577821598
"762",762,"hclust","single","a3",FALSE,0.448862452570547,0.315389079638147
"763",763,"hclust","single","aggregation",FALSE,0.861180757949524,0.804206968396706
"764",764,"hclust","single","compound",FALSE,0.83042639958477,0.742480944868768
"765",765,"hclust","single","d31",FALSE,0.349152701715942,0.173902194467533
"766",766,"hclust","single","flame",FALSE,0.730023527047636,0.0127504301311393
"767",767,"hclust","single","jain",FALSE,0.803782541478255,0.256288512074381
"768",768,"hclust","single","pathbased",FALSE,0.573392270596551,0.000519521798686052
"769",769,"hclust","single","r15",FALSE,0.637457092679404,0.542457378402647
"770",770,"hclust","single","s1",FALSE,0.589337971282275,0.463522341495289
"771",771,"hclust","single","s2",FALSE,0.257040354041417,-2.04511922463677e-05
"772",772,"hclust","single","s3",FALSE,0.256763293706142,-1.34053616851751e-05
"773",773,"hclust","single","s4",FALSE,0.257038388668165,4.64836386249092e-05
"774",774,"hclust","single","spiral",FALSE,1,1
"775",775,"hclust","single","unbalance",FALSE,0.999162482279799,0.998827631863184
"776",776,"hclust","single","cross",FALSE,0.498378563801298,4.0193982920515e-06
"777",777,"hclust","single","smile",FALSE,1,1
"778",778,"hclust","single","twosplashes",FALSE,0.70098398214716,0.000150387162350268
"779",779,"hclust","single","x1",FALSE,1,1
